Last position of orbit,   A
 0.08211195  0.          2.72753343  1.         0.205051
-0.00261631  0.          2.42847999  1.         0.205052
-0.08211409  0.          3.55568169  1.         0.205053
  2.61797400e-03   0.00000000e+00   3.85472012e+00   1.00000000e+00 0.205054
 0.08211619  0.          2.72747619  1.         0.205055
-0.00261971  0.          2.42845097  1.         0.205056
-0.08211827  0.          3.55573791  1.         0.205057
  2.62139757e-03   0.00000000e+00   3.85474848e+00   1.00000000e+00 0.205058
 0.0821204   0.          2.72741762  1.         0.205059
-0.0026232  0.         2.4284211  1.        0.20506
-0.08212254  0.          3.55579611  1.         0.205061
  2.62485659e-03   0.00000000e+00   3.85477836e+00   1.00000000e+00 0.205062
 0.08212467  0.          2.72735875  1.         0.205063
-0.00262659  0.          2.42839136  1.         0.205064
-0.08212674  0.          3.55585499  1.         0.205065
  2.62819243e-03   0.00000000e+00   3.85480851e+00   1.00000000e+00 0.205066
 0.08212885  0.          2.72730149  1.         0.205067
-0.00262999  0.          2.42836276  1.         0.205068
-0.08213092  0.          3.55591057  1.         0.205069
  2.63172524e-03   0.00000000e+00   3.85483797e+00   1.00000000e+00 0.20507
 0.08213309  0.          2.72724369  1.         0.205071
-0.0026334   0.          2.42833316  1.         0.205072
-0.08213518  0.          3.5559701   1.         0.205073
  2.63512886e-03   0.00000000e+00   3.85486675e+00   1.00000000e+00 0.205074
 0.08213725  0.          2.72718746  1.         0.205075
-0.00263685  0.          2.42830273  1.         0.205076
-0.08213936  0.          3.55602695  1.         0.205077
  2.63860850e-03   0.00000000e+00   3.85489658e+00   1.00000000e+00 0.205078
 0.08214148  0.          2.72712923  1.         0.205079
-0.00264018  0.          2.42827481  1.         0.20508
-0.08214361  0.          3.55608624  1.         0.205081
  2.64192057e-03   0.00000000e+00   3.85492631e+00   1.00000000e+00 0.205082
 0.08214562  0.          2.72707292  1.         0.205083
-0.0026437   0.          2.42824382  1.         0.205084
-0.08214777  0.          3.55614266  1.         0.205085
  2.64531734e-03   0.00000000e+00   3.85495583e+00   1.00000000e+00 0.205086
 0.08214985  0.          2.72701564  1.         0.205087
-0.00264715  0.          2.42821366  1.         0.205088
-0.08215201  0.          3.55620031  1.         0.205089
  2.64879647e-03   0.00000000e+00   3.85498567e+00   1.00000000e+00 0.20509
 0.08215408  0.          2.7269565   1.         0.205091
-0.00265055  0.          2.42818508  1.         0.205092
-0.08215619  0.          3.55625794  1.         0.205093
  2.65221737e-03   0.00000000e+00   3.85501437e+00   1.00000000e+00 0.205094
 0.08215828  0.          2.72689932  1.         0.205095
-0.00265389  0.          2.42815583  1.         0.205096
-0.08216035  0.          3.55631473  1.         0.205097
  2.65564036e-03   0.00000000e+00   3.85504312e+00   1.00000000e+00 0.205098
 0.0821624   0.          2.72684422  1.         0.205099
-0.00265733  0.          2.42812699  1.         0.2051
-0.08216448  0.          3.55637007  1.         0.205101
  2.65903721e-03   0.00000000e+00   3.85507357e+00   1.00000000e+00 0.205102
 0.08216672  0.          2.72678357  1.         0.205103
-0.00266065  0.          2.42809772  1.         0.205104
-0.08216875  0.          3.55642964  1.         0.205105
  2.66238081e-03   0.00000000e+00   3.85510242e+00   1.00000000e+00 0.205106
 0.08217084  0.          2.72672685  1.         0.205107
-0.00266405  0.          2.42806812  1.         0.205108
-0.08217298  0.          3.55648755  1.         0.205109
  2.66586411e-03   0.00000000e+00   3.85513238e+00   1.00000000e+00 0.20511
 0.082175    0.          2.72667116  1.         0.205111
-0.00266746  0.          2.42803899  1.         0.205112
-0.0821772   0.          3.55654538  1.         0.205113
  2.66922431e-03   0.00000000e+00   3.85516218e+00   1.00000000e+00 0.205114
 0.08217921  0.          2.7266129   1.         0.205115
-0.00267086  0.          2.42800891  1.         0.205116
-0.0821813   0.          3.55660116  1.         0.205117
  2.67256979e-03   0.00000000e+00   3.85519138e+00   1.00000000e+00 0.205118
 0.08218341  0.          2.72655555  1.         0.205119
-0.00267432  0.          2.42797929  1.         0.20512
-0.08218554  0.          3.55665921  1.         0.205121
  2.67592786e-03   0.00000000e+00   3.85522080e+00   1.00000000e+00 0.205122
 0.08218754  0.          2.72649868  1.         0.205123
-0.00267766  0.          2.42794975  1.         0.205124
-0.0821897   0.          3.55671578  1.         0.205125
  2.67938562e-03   0.00000000e+00   3.85524955e+00   1.00000000e+00 0.205126
 0.08219171  0.          2.72644227  1.         0.205127
-0.00268106  0.          2.42792051  1.         0.205128
-0.08219389  0.          3.55677245  1.         0.205129
  2.68269327e-03   0.00000000e+00   3.85527907e+00   1.00000000e+00 0.20513
 0.08219595  0.          2.72638415  1.         0.205131
-0.00268445  0.          2.42789137  1.         0.205132
-0.08219812  0.          3.55683087  1.         0.205133
  2.68605269e-03   0.00000000e+00   3.85530894e+00   1.00000000e+00 0.205134
 0.08220015  0.          2.72632694  1.         0.205135
-0.00268767  0.          2.42786244  1.         0.205136
-0.08220226  0.          3.55688733  1.         0.205137
  2.68950839e-03   0.00000000e+00   3.85533749e+00   1.00000000e+00 0.205138
 0.08220431  0.          2.72626996  1.         0.205139
-0.0026912   0.          2.42783205  1.         0.20514
-0.08220635  0.          3.55694318  1.         0.205141
  2.69278476e-03   0.00000000e+00   3.85536712e+00   1.00000000e+00 0.205142
 0.0822085   0.          2.72621266  1.         0.205143
-0.00269452  0.          2.42780324  1.         0.205144
-0.08221055  0.          3.55700049  1.         0.205145
  2.69620662e-03   0.00000000e+00   3.85539685e+00   1.00000000e+00 0.205146
 0.08221263  0.          2.72615624  1.         0.205147
-0.00269787  0.          2.42777463  1.         0.205148
-0.08221474  0.          3.55705795  1.         0.205149
  2.69968100e-03   0.00000000e+00   3.85542640e+00   1.00000000e+00 0.20515
 0.08221687  0.          2.72609815  1.         0.205151
-0.00270135  0.          2.42774441  1.         0.205152
-0.08221899  0.          3.55711551  1.         0.205153
  2.70300824e-03   0.00000000e+00   3.85545544e+00   1.00000000e+00 0.205154
 0.08222101  0.          2.72604176  1.         0.205155
-0.00270467  0.          2.42771591  1.         0.205156
-0.0822231  0.         3.5571726  1.        0.205157
  2.70635985e-03   0.00000000e+00   3.85548498e+00   1.00000000e+00 0.205158
 0.0822252   0.          2.72598383  1.         0.205159
-0.00270807  0.          2.42768588  1.         0.20516
-0.08222727  0.          3.5572296   1.         0.205161
  2.70975647e-03   0.00000000e+00   3.85551391e+00   1.00000000e+00 0.205162
 0.08222945  0.          2.72592509  1.         0.205163
-0.00271141  0.          2.42765675  1.         0.205164
-0.08223151  0.          3.55728804  1.         0.205165
  2.71308007e-03   0.00000000e+00   3.85554301e+00   1.00000000e+00 0.205166
 0.08223352  0.          2.72587098  1.         0.205167
-0.00271479  0.          2.42762771  1.         0.205168
-0.08223569  0.          3.5573442   1.         0.205169
  2.71647163e-03   0.00000000e+00   3.85557282e+00   1.00000000e+00 0.20517
 0.08223764  0.          2.72581404  1.         0.205171
-0.00271821  0.          2.42759741  1.         0.205172
-0.08223971  0.          3.55739921  1.         0.205173
  2.71987339e-03   0.00000000e+00   3.85560161e+00   1.00000000e+00 0.205174
 0.08224187  0.          2.7257566   1.         0.205175
-0.00272152  0.          2.42756838  1.         0.205176
-0.08224387  0.          3.55745567  1.         0.205177
  2.72312745e-03   0.00000000e+00   3.85563129e+00   1.00000000e+00 0.205178
 0.08224603  0.          2.7256994   1.         0.205179
-0.00272492  0.          2.42754005  1.         0.20518
-0.08224805  0.          3.55751357  1.         0.205181
  2.72646408e-03   0.00000000e+00   3.85565935e+00   1.00000000e+00 0.205182
 0.08225015  0.          2.72564316  1.         0.205183
-0.00272819  0.          2.42751096  1.         0.205184
-0.08225219  0.          3.55756901  1.         0.205185
  2.72989772e-03   0.00000000e+00   3.85568915e+00   1.00000000e+00 0.205186
 0.08225435  0.          2.72558639  1.         0.205187
-0.00273159  0.          2.42748053  1.         0.205188
-0.08225635  0.          3.55762588  1.         0.205189
  2.73328467e-03   0.00000000e+00   3.85571936e+00   1.00000000e+00 0.20519
 0.08225844  0.          2.72553003  1.         0.205191
-0.00273498  0.          2.42745121  1.         0.205192
-0.08226062  0.          3.5576851   1.         0.205193
  2.73655362e-03   0.00000000e+00   3.85574852e+00   1.00000000e+00 0.205194
 0.08226265  0.          2.72547193  1.         0.205195
-0.00273833  0.          2.42742292  1.         0.205196
-0.0822647   0.          3.55774054  1.         0.205197
  2.73992264e-03   0.00000000e+00   3.85577637e+00   1.00000000e+00 0.205198
 0.08226676  0.          2.72541665  1.         0.205199
-0.00274166  0.          2.42739327  1.         0.2052
-0.08226886  0.          3.55779722  1.         0.205201
  2.74321159e-03   0.00000000e+00   3.85580704e+00   1.00000000e+00 0.205202
 0.0822709   0.          2.72535959  1.         0.205203
-0.00274492  0.          2.42736377  1.         0.205204
-0.08227296  0.          3.55785289  1.         0.205205
  2.74664656e-03   0.00000000e+00   3.85583730e+00   1.00000000e+00 0.205206
 0.0822751   0.          2.72530221  1.         0.205207
-0.00274828  0.          2.42733481  1.         0.205208
-0.08227725  0.          3.55791282  1.         0.205209
  2.75003206e-03   0.00000000e+00   3.85586502e+00   1.00000000e+00 0.20521
 0.08227933  0.          2.72524363  1.         0.205211
-0.00275169  0.          2.42730548  1.         0.205212
-0.08228128  0.          3.55796665  1.         0.205213
  2.75331493e-03   0.00000000e+00   3.85589495e+00   1.00000000e+00 0.205214
 0.08228344  0.          2.72518862  1.         0.205215
-0.00275491  0.          2.42727612  1.         0.205216
-0.08228537  0.          3.55802292  1.         0.205217
  2.75662384e-03   0.00000000e+00   3.85592407e+00   1.00000000e+00 0.205218
 0.08228757  0.          2.72513206  1.         0.205219
-0.00275837  0.          2.42724676  1.         0.20522
-0.08228962  0.          3.55808071  1.         0.205221
  2.75997259e-03   0.00000000e+00   3.85595213e+00   1.00000000e+00 0.205222
 0.08229169  0.          2.72507608  1.         0.205223
-0.00276175  0.          2.42721697  1.         0.205224
-0.08229375  0.          3.55813672  1.         0.205225
  2.76340267e-03   0.00000000e+00   3.85598231e+00   1.00000000e+00 0.205226
 0.08229577  0.          2.7250208   1.         0.205227
-0.00276496  0.          2.42718769  1.         0.205228
-0.08229775  0.          3.55819138  1.         0.205229
  2.76666931e-03   0.00000000e+00   3.85601158e+00   1.00000000e+00 0.20523
 0.08230001  0.          2.72496254  1.         0.205231
-0.00276838  0.          2.42715892  1.         0.205232
-0.08230198  0.          3.55824947  1.         0.205233
  2.76989417e-03   0.00000000e+00   3.85603964e+00   1.00000000e+00 0.205234
 0.08230408  0.          2.7249069   1.         0.205235
-0.00277166  0.          2.42713032  1.         0.205236
-0.08230615  0.          3.55830629  1.         0.205237
  2.77326326e-03   0.00000000e+00   3.85606979e+00   1.00000000e+00 0.205238
 0.08230819  0.          2.72485083  1.         0.205239
-0.00277496  0.          2.42710095  1.         0.20524
-0.08231018  0.          3.55836072  1.         0.205241
  2.77662487e-03   0.00000000e+00   3.85609905e+00   1.00000000e+00 0.205242
 0.08231236  0.          2.72479337  1.         0.205243
-0.0027783   0.          2.42707124  1.         0.205244
-0.08231436  0.          3.55841816  1.         0.205245
  2.77991633e-03   0.00000000e+00   3.85612831e+00   1.00000000e+00 0.205246
 0.08231649  0.          2.72473701  1.         0.205247
-0.00278163  0.          2.42704192  1.         0.205248
-0.08231856  0.          3.55847612  1.         0.205249
  2.78328019e-03   0.00000000e+00   3.85615743e+00   1.00000000e+00 0.20525
 0.08232061  0.          2.72468104  1.         0.205251
-0.00278493  0.          2.427013    1.         0.205252
-0.08232266  0.          3.55853163  1.         0.205253
  2.78660422e-03   0.00000000e+00   3.85618657e+00   1.00000000e+00 0.205254
 0.08232478  0.          2.7246245   1.         0.205255
-0.00278818  0.          2.42698448  1.         0.205256
-0.08232678  0.          3.55858908  1.         0.205257
  2.78993691e-03   0.00000000e+00   3.85621539e+00   1.00000000e+00 0.205258
 0.08232885  0.          2.72456903  1.         0.205259
-0.00279155  0.          2.42695493  1.         0.20526
-0.0823309   0.          3.55864364  1.         0.205261
  2.79323177e-03   0.00000000e+00   3.85624518e+00   1.00000000e+00 0.205262
 0.08233297  0.          2.72451206  1.         0.205263
-0.0027949  0.         2.4269255  1.        0.205264
-0.08233496  0.          3.5586992   1.         0.205265
  2.79647842e-03   0.00000000e+00   3.85627413e+00   1.00000000e+00 0.205266
 0.08233708  0.          2.72445674  1.         0.205267
-0.00279818  0.          2.42689648  1.         0.205268
-0.08233916  0.          3.55875675  1.         0.205269
  2.79982732e-03   0.00000000e+00   3.85630300e+00   1.00000000e+00 0.20527
 0.08234119  0.          2.72440081  1.         0.205271
-0.00280142  0.          2.4268673   1.         0.205272
-0.08234334  0.          3.55881394  1.         0.205273
  2.80318101e-03   0.00000000e+00   3.85633200e+00   1.00000000e+00 0.205274
 0.08234534  0.          2.7243441   1.         0.205275
-0.00280486  0.          2.42683807  1.         0.205276
-0.08234738  0.          3.55886883  1.         0.205277
  2.80649944e-03   0.00000000e+00   3.85636161e+00   1.00000000e+00 0.205278
 0.08234945  0.          2.72428801  1.         0.205279
-0.00280816  0.          2.42680895  1.         0.20528
-0.08235154  0.          3.55892557  1.         0.205281
  2.80980237e-03   0.00000000e+00   3.85639073e+00   1.00000000e+00 0.205282
 0.08235355  0.          2.72423283  1.         0.205283
-0.00281139  0.          2.42678054  1.         0.205284
-0.08235559  0.          3.55898121  1.         0.205285
  2.81303035e-03   0.00000000e+00   3.85642042e+00   1.00000000e+00 0.205286
 0.08235763  0.          2.72417693  1.         0.205287
-0.00281473  0.          2.42675019  1.         0.205288
-0.0823597   0.          3.55903733  1.         0.205289
  2.81643725e-03   0.00000000e+00   3.85644906e+00   1.00000000e+00 0.20529
 0.08236178  0.          2.72411991  1.         0.205291
-0.00281803  0.          2.42672224  1.         0.205292
-0.08236389  0.          3.55909443  1.         0.205293
  2.81968347e-03   0.00000000e+00   3.85647730e+00   1.00000000e+00 0.205294
 0.08236592  0.          2.72406306  1.         0.205295
-0.00282121  0.          2.42669302  1.         0.205296
-0.08236801  0.          3.5591503   1.         0.205297
  2.82296403e-03   0.00000000e+00   3.85650710e+00   1.00000000e+00 0.205298
 0.08236994  0.          2.72400979  1.         0.205299
-0.00282462  0.          2.42666343  1.         0.2053
-0.08237211  0.          3.55920589  1.         0.205301
  2.82622149e-03   0.00000000e+00   3.85653682e+00   1.00000000e+00 0.205302
 0.08237409  0.          2.72395203  1.         0.205303
-0.00282792  0.          2.42663423  1.         0.205304
-0.0823762   0.          3.55926252  1.         0.205305
  2.82960688e-03   0.00000000e+00   3.85656576e+00   1.00000000e+00 0.205306
 0.08237824  0.          2.72389524  1.         0.205307
-0.0028312   0.          2.42660525  1.         0.205308
-0.08238031  0.          3.55931793  1.         0.205309
  2.83285935e-03   0.00000000e+00   3.85659473e+00   1.00000000e+00 0.20531
 0.08238233  0.          2.72383946  1.         0.205311
-0.00283447  0.          2.42657602  1.         0.205312
-0.08238438  0.          3.55937418  1.         0.205313
  2.83609095e-03   0.00000000e+00   3.85662321e+00   1.00000000e+00 0.205314
 0.08238648  0.          2.72378308  1.         0.205315
-0.00283771  0.          2.42654734  1.         0.205316
-0.08238849  0.          3.55942951  1.         0.205317
  2.83932420e-03   0.00000000e+00   3.85665202e+00   1.00000000e+00 0.205318
 0.08239046  0.          2.72372946  1.         0.205319
-0.00284095  0.          2.42651869  1.         0.20532
-0.08239257  0.          3.55948598  1.         0.205321
  2.84268407e-03   0.00000000e+00   3.85668209e+00   1.00000000e+00 0.205322
 0.0823946   0.          2.72367205  1.         0.205323
-0.00284438  0.          2.42648922  1.         0.205324
-0.08239663  0.          3.55954005  1.         0.205325
  2.84589907e-03   0.00000000e+00   3.85670970e+00   1.00000000e+00 0.205326
 0.08239871  0.          2.72361634  1.         0.205327
-0.00284749  0.          2.42646037  1.         0.205328
-0.08240076  0.          3.55959754  1.         0.205329
  2.84921829e-03   0.00000000e+00   3.85673959e+00   1.00000000e+00 0.20533
 0.08240283  0.          2.72356047  1.         0.205331
-0.00285089  0.          2.42643177  1.         0.205332
-0.08240484  0.          3.55965135  1.         0.205333
  2.85245953e-03   0.00000000e+00   3.85676883e+00   1.00000000e+00 0.205334
 0.08240693  0.          2.72350452  1.         0.205335
-0.00285419  0.          2.42640151  1.         0.205336
-0.08240893  0.          3.55970842  1.         0.205337
  2.85576234e-03   0.00000000e+00   3.85679819e+00   1.00000000e+00 0.205338
 0.082411    0.          2.72344898  1.         0.205339
-0.00285739  0.          2.42637315  1.         0.20534
-0.08241301  0.          3.55976356  1.         0.205341
  2.85909384e-03   0.00000000e+00   3.85682696e+00   1.00000000e+00 0.205342
 0.08241511  0.          2.72339301  1.         0.205343
-0.00286073  0.          2.42634501  1.         0.205344
-0.08241707  0.          3.5598189   1.         0.205345
  2.86231557e-03   0.00000000e+00   3.85685606e+00   1.00000000e+00 0.205346
 0.08241919  0.          2.72333721  1.         0.205347
-0.0028639   0.          2.42631542  1.         0.205348
-0.08242123  0.          3.55987495  1.         0.205349
  2.86554191e-03   0.00000000e+00   3.85688479e+00   1.00000000e+00 0.20535
 0.08242325  0.          2.72328167  1.         0.205351
-0.0028672   0.          2.42628598  1.         0.205352
-0.08242534  0.          3.55993167  1.         0.205353
  2.86885215e-03   0.00000000e+00   3.85691326e+00   1.00000000e+00 0.205354
 0.08242732  0.          2.72322624  1.         0.205355
-0.00287042  0.          2.42625868  1.         0.205356
-0.08242934  0.          3.55998576  1.         0.205357
  2.87211265e-03   0.00000000e+00   3.85694206e+00   1.00000000e+00 0.205358
 0.08243139  0.          2.72317156  1.         0.205359
-0.0028737   0.          2.42622841  1.         0.20536
-0.08243345  0.          3.56004206  1.         0.205361
  2.87539940e-03   0.00000000e+00   3.85697149e+00   1.00000000e+00 0.205362
 0.08243551  0.          2.72311461  1.         0.205363
-0.00287702  0.          2.42619913  1.         0.205364
-0.08243753  0.          3.56009691  1.         0.205365
  2.87866536e-03   0.00000000e+00   3.85700103e+00   1.00000000e+00 0.205366
 0.08243958  0.          2.72305943  1.         0.205367
-0.00288015  0.          2.4261702   1.         0.205368
-0.08244166  0.          3.56015424  1.         0.205369
  2.88186522e-03   0.00000000e+00   3.85702994e+00   1.00000000e+00 0.20537
 0.08244362  0.          2.72300508  1.         0.205371
-0.00288355  0.          2.42614099  1.         0.205372
-0.08244574  0.          3.56020968  1.         0.205373
  2.88514951e-03   0.00000000e+00   3.85705815e+00   1.00000000e+00 0.205374
 0.08244773  0.          2.72294803  1.         0.205375
-0.00288675  0.          2.42611201  1.         0.205376
-0.08244976  0.          3.56026404  1.         0.205377
  2.88840180e-03   0.00000000e+00   3.85708712e+00   1.00000000e+00 0.205378
 0.08245182  0.          2.7228929   1.         0.205379
-0.00289006  0.          2.42608299  1.         0.20538
-0.08245388  0.          3.56032025  1.         0.205381
  2.89163401e-03   0.00000000e+00   3.85711605e+00   1.00000000e+00 0.205382
 0.08245582  0.          2.72283913  1.         0.205383
-0.00289323  0.          2.42605515  1.         0.205384
-0.08245786  0.          3.56037467  1.         0.205385
  2.89491730e-03   0.00000000e+00   3.85714566e+00   1.00000000e+00 0.205386
 0.0824599  0.         2.722783   1.        0.205387
-0.00289649  0.          2.42602515  1.         0.205388
-0.082462    0.          3.56043149  1.         0.205389
  2.89807049e-03   0.00000000e+00   3.85717394e+00   1.00000000e+00 0.20539
 0.08246398  0.          2.72272699  1.         0.205391
-0.00289974  0.          2.42599671  1.         0.205392
-0.08246602  0.          3.56048645  1.         0.205393
  2.90130013e-03   0.00000000e+00   3.85720323e+00   1.00000000e+00 0.205394
 0.08246811  0.          2.72267068  1.         0.205395
-0.00290306  0.          2.42596733  1.         0.205396
-0.08247016  0.          3.56054194  1.         0.205397
  2.90459950e-03   0.00000000e+00   3.85723241e+00   1.00000000e+00 0.205398
 0.08247218  0.          2.72261599  1.         0.205399
-0.00290624  0.          2.42593886  1.         0.2054
-0.08247418  0.          3.5605971   1.         0.205401
  2.90785354e-03   0.00000000e+00   3.85726205e+00   1.00000000e+00 0.205402
 0.08247623  0.          2.72256093  1.         0.205403
-0.00290945  0.          2.42591012  1.         0.205404
-0.08247827  0.          3.56065248  1.         0.205405
  2.91120800e-03   0.00000000e+00   3.85729031e+00   1.00000000e+00 0.205406
 0.08248029  0.          2.72250535  1.         0.205407
-0.00291275  0.          2.42588062  1.         0.205408
-0.08248232  0.          3.56070742  1.         0.205409
  2.91429903e-03   0.00000000e+00   3.85731920e+00   1.00000000e+00 0.20541
 0.08248434  0.          2.72245004  1.         0.205411
-0.00291586  0.          2.42585261  1.         0.205412
-0.08248639  0.          3.5607625   1.         0.205413
  2.91760105e-03   0.00000000e+00   3.85734810e+00   1.00000000e+00 0.205414
 0.08248838  0.          2.7223952   1.         0.205415
-0.00291914  0.          2.42582372  1.         0.205416
-0.08249036  0.          3.56081734  1.         0.205417
  2.92077881e-03   0.00000000e+00   3.85737762e+00   1.00000000e+00 0.205418
 0.08249239  0.          2.72234007  1.         0.205419
-0.00292235  0.          2.42579424  1.         0.20542
-0.08249446  0.          3.56087373  1.         0.205421
  2.92405620e-03   0.00000000e+00   3.85740599e+00   1.00000000e+00 0.205422
 0.08249644  0.          2.72228638  1.         0.205423
-0.00292561  0.          2.42576604  1.         0.205424
-0.08249848  0.          3.56092759  1.         0.205425
  2.92724907e-03   0.00000000e+00   3.85743506e+00   1.00000000e+00 0.205426
 0.08250053  0.          2.72222949  1.         0.205427
-0.00292892  0.          2.42573621  1.         0.205428
-0.0825026   0.          3.56098441  1.         0.205429
  2.93042161e-03   0.00000000e+00   3.85746363e+00   1.00000000e+00 0.20543
 0.08250457  0.          2.72217529  1.         0.205431
-0.00293207  0.          2.42570813  1.         0.205432
-0.08250673  0.          3.56103996  1.         0.205433
  2.93364507e-03   0.00000000e+00   3.85749250e+00   1.00000000e+00 0.205434
 0.08250869  0.          2.72211889  1.         0.205435
-0.00293524  0.          2.42567822  1.         0.205436
-0.08251071  0.          3.56109394  1.         0.205437
  2.93698559e-03   0.00000000e+00   3.85752185e+00   1.00000000e+00 0.205438
 0.08251263  0.          2.72206599  1.         0.205439
-0.00293861  0.          2.42564941  1.         0.20544
-0.08251469  0.          3.56114858  1.         0.205441
  2.94009726e-03   0.00000000e+00   3.85755020e+00   1.00000000e+00 0.205442
 0.08251679  0.          2.72200857  1.         0.205443
-0.00294168  0.          2.42562104  1.         0.205444
-0.08251878  0.          3.56120326  1.         0.205445
  2.94339131e-03   0.00000000e+00   3.85757866e+00   1.00000000e+00 0.205446
 0.08252083  0.          2.72195321  1.         0.205447
-0.00294494  0.          2.42559227  1.         0.205448
-0.08252279  0.          3.56125782  1.         0.205449
  2.94658113e-03   0.00000000e+00   3.85760785e+00   1.00000000e+00 0.20545
 0.0825248   0.          2.72189993  1.         0.205451
-0.00294817  0.          2.42556433  1.         0.205452
-0.08252689  0.          3.56131343  1.         0.205453
  2.94990665e-03   0.00000000e+00   3.85763705e+00   1.00000000e+00 0.205454
 0.08252886  0.          2.72184432  1.         0.205455
-0.00295145  0.          2.42553472  1.         0.205456
-0.08253094  0.          3.56136946  1.         0.205457
  2.95299872e-03   0.00000000e+00   3.85766582e+00   1.00000000e+00 0.205458
 0.08253295  0.          2.72178847  1.         0.205459
-0.00295458  0.          2.42550533  1.         0.20546
-0.08253503  0.          3.56142666  1.         0.205461
  2.95611069e-03   0.00000000e+00   3.85769475e+00   1.00000000e+00 0.205462
 0.08253701  0.          2.72173342  1.         0.205463
-0.00295781  0.          2.42547682  1.         0.205464
-0.08253904  0.          3.56147901  1.         0.205465
  2.95947638e-03   0.00000000e+00   3.85772295e+00   1.00000000e+00 0.205466
 0.08254106  0.          2.72167829  1.         0.205467
-0.00296097  0.          2.42544826  1.         0.205468
-0.08254302  0.          3.56153383  1.         0.205469
  2.96258183e-03   0.00000000e+00   3.85775283e+00   1.00000000e+00 0.20547
 0.08254505  0.          2.72162432  1.         0.205471
-0.00296413  0.          2.42541976  1.         0.205472
-0.0825471   0.          3.56158933  1.         0.205473
  2.96585381e-03   0.00000000e+00   3.85778056e+00   1.00000000e+00 0.205474
 0.0825491   0.          2.72157077  1.         0.205475
-0.00296741  0.          2.42539017  1.         0.205476
-0.08255107  0.          3.56164288  1.         0.205477
  2.96907383e-03   0.00000000e+00   3.85780982e+00   1.00000000e+00 0.205478
 0.08255315  0.          2.72151413  1.         0.205479
-0.00297061  0.          2.4253617   1.         0.20548
-0.08255515  0.          3.56169791  1.         0.205481
  2.97212206e-03   0.00000000e+00   3.85783798e+00   1.00000000e+00 0.205482
 0.0825572   0.          2.72145841  1.         0.205483
-0.0029738   0.          2.42533314  1.         0.205484
-0.08255921  0.          3.5617541   1.         0.205485
  2.97543562e-03   0.00000000e+00   3.85786732e+00   1.00000000e+00 0.205486
 0.08256122  0.          2.72140423  1.         0.205487
-0.00297697  0.          2.42530449  1.         0.205488
-0.08256318  0.          3.56180687  1.         0.205489
  2.97859883e-03   0.00000000e+00   3.85789579e+00   1.00000000e+00 0.20549
 0.08256523  0.          2.72134987  1.         0.205491
-0.0029802   0.          2.42527445  1.         0.205492
-0.0825672   0.          3.56186336  1.         0.205493
  2.98188676e-03   0.00000000e+00   3.85792482e+00   1.00000000e+00 0.205494
 0.08256927  0.          2.72129474  1.         0.205495
-0.00298343  0.          2.42524612  1.         0.205496
-0.08257136  0.          3.56191973  1.         0.205497
  2.98505243e-03   0.00000000e+00   3.85795370e+00   1.00000000e+00 0.205498
 0.08257322  0.          2.72124206  1.         0.205499
-0.00298661  0.          2.42521734  1.         0.2055
-0.08257531  0.          3.56197268  1.         0.205501
  2.98820618e-03   0.00000000e+00   3.85798241e+00   1.00000000e+00 0.205502
 0.08257733  0.          2.72118515  1.         0.205503
-0.00298977  0.          2.42518808  1.         0.205504
-0.08257931  0.          3.5620259   1.         0.205505
  2.99134557e-03   0.00000000e+00   3.85801093e+00   1.00000000e+00 0.205506
 0.0825813   0.          2.72113112  1.         0.205507
-0.00299298  0.          2.42515847  1.         0.205508
-0.08258331  0.          3.56208112  1.         0.205509
  2.99445404e-03   0.00000000e+00   3.85803930e+00   1.00000000e+00 0.20551
 0.08258535  0.          2.72107633  1.         0.205511
-0.00299616  0.          2.42513047  1.         0.205512
-0.08258733  0.          3.56213679  1.         0.205513
  2.99766076e-03   0.00000000e+00   3.85806861e+00   1.00000000e+00 0.205514
 0.08258936  0.          2.72102182  1.         0.205515
-0.00299933  0.          2.4251018   1.         0.205516
-0.08259135  0.          3.56219044  1.         0.205517
  3.00098265e-03   0.00000000e+00   3.85809747e+00   1.00000000e+00 0.205518
 0.08259337  0.          2.7209676   1.         0.205519
-0.0030025   0.          2.42507446  1.         0.20552
-0.0825954   0.          3.56224469  1.         0.205521
  3.00417284e-03   0.00000000e+00   3.85812619e+00   1.00000000e+00 0.205522
 0.08259743  0.          2.72091234  1.         0.205523
-0.0030057   0.          2.42504517  1.         0.205524
-0.0825994   0.          3.56229954  1.         0.205525
  3.00719077e-03   0.00000000e+00   3.85815439e+00   1.00000000e+00 0.205526
 0.08260138  0.          2.72085881  1.         0.205527
-0.00300884  0.          2.42501603  1.         0.205528
-0.08260345  0.          3.56235463  1.         0.205529
  3.01045443e-03   0.00000000e+00   3.85818440e+00   1.00000000e+00 0.20553
 0.0826054   0.          2.72080398  1.         0.205531
-0.00301208  0.          2.42498712  1.         0.205532
-0.08260746  0.          3.56240891  1.         0.205533
  3.01369729e-03   0.00000000e+00   3.85821184e+00   1.00000000e+00 0.205534
 0.08260942  0.          2.72074952  1.         0.205535
-0.00301524  0.          2.42495881  1.         0.205536
-0.08261153  0.          3.56246498  1.         0.205537
  3.01685063e-03   0.00000000e+00   3.85824068e+00   1.00000000e+00 0.205538
 0.08261337  0.          2.72069601  1.         0.205539
-0.00301838  0.          2.42493029  1.         0.20554
-0.0826155   0.          3.56251866  1.         0.205541
